微博ID,用户id,用户昵称,微博链接,是否为原创微博,内容,转发理由,原始用户,发布位置,发布时间,信息采集时间,关键词,发布工具,转发数,评论数,点赞数
IzZhyzHdB,1706370354,杭州地铁2028,weibo.cn/1706370354/IzZhyzHdB,False,【#杭州地铁#】头顶幸运光环，地铁16号线凤新路站也算是余杭段比较有意思的一个站点了～大概是同处于余杭东西大道的缘故，地铁16号线凤新路站内风格和地铁2号线良渚站还真是挺相似的#杭州生活##杭州身边事# （图片摄于较早之前）  [组图共9张] 原图 ,地铁16号线凤新路站，头顶幸运光环  ,杭州巴士资讯,无,2020-03-23 22:40,2020/03/23 22:41:43,地铁,iPhone X,0,0,0
IzZhxoCg0,1725092614,Christy7盛Lady,weibo.cn/1725092614/IzZhxoCg0,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,//@人民日报:【人民微评：开往春天的地铁】尽管武汉地铁何时恢复运营，尚未最终确定，但全面消杀行为是一个信号，带给市民憧憬。被疫情裹挟的沉重时光终会过去，被打乱的生活也会重归正轨。谁都挡不住春光照拂人心，遏制不住人们对安宁生活的向往。终有一天，开往春天的地铁载着我们抵达美好未来。  ,人民日报,无,2020-03-23 22:40,2020/03/23 22:41:43,地铁,HUAWEI nova 3,0,0,0
IzZhvAE8J,3966213686,任意门是你自己,weibo.cn/3966213686/IzZhvAE8J,True,http://t.cn/EcrEYMQ踩着点为了赶最后一班地铁从公司出来 鞋带散了顾不上系 很不幸中奖了一辆很难骑的摩拜 卖力踏着 公司到地铁站2.2公里的距离 晚上风很大 耳膜被风灌的生疼 戴着口罩气喘吁吁 上了地铁之后戴上耳机 是我第一次觉得戴着耳机好难受160平方户型的设计方案 因为户型奇特 从上周一直弄到现在 平面方案和立面的设计改了又改 今天一整天除了吃饭好像没有闲过受总监的影响 设计图纸已经细到觉得应该不会有人会做到这么细了 离设计师还有很长的一段路要走 还好 一直没有停下脚步 ,/,/,无,2020-03-23 22:40,2020/03/23 22:41:43,地铁,iPhone客户端,0,0,0
IzZhqgzIF,1559716064,全罗南道老虎领养人,weibo.cn/1559716064/IzZhqgzIF,False,“真正委屈的 到底是谁呢”  原图 ,@BNISIDE:包里随时备着的刀片或小型利器，晚上回家在路上一步三回头，考虑到乘坐大众交通就放弃的短裙 ，进酒店先翻找看有没有隐藏摄像机，在拥挤的地铁与公交把自己缩的不能再小，与陌生男人交流时先保持的警惕，哪怕急死也不敢去上的公共厕所，这就是2020年女性的现状，你们委屈？你们有什么好委屈的  ,草莓牛奶味的Haru,无,2020-03-23 22:40,2020/03/23 22:41:43,地铁,iPhone客户端,0,0,0
IzZhK6INq,2603642160,游戏风云的忠实观众,weibo.cn/2603642160/IzZhK6INq,True,#2017年6月26日，石家庄地铁正式通车！# 石家庄地铁通车纪念 通车第1000天！  ,/,/,无,2020-03-23 22:41,2020/03/23 22:42:18,地铁,微博搜索,0,0,0
IzZhJc0hp,2590134807,Mars就是纯真的东,weibo.cn/2590134807/IzZhJc0hp,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,//@人民日报:【人民微评：开往春天的地铁】尽管武汉地铁何时恢复运营，尚未最终确定，但全面消杀行为是一个信号，带给市民憧憬。被疫情裹挟的沉重时光终会过去，被打乱的生活也会重归正轨。谁都挡不住春光照拂人心，遏制不住人们对安宁生活的向往。终有一天，开往春天的地铁载着我们抵达美好未来。  ,人民日报,无,2020-03-23 22:41,2020/03/23 22:42:18,地铁,HUAWEI Mate 20,0,0,0
IzZhJbad8,6856089018,盛徳绝伦郗嘉宾,weibo.cn/6856089018/IzZhJbad8,True,我对着下面一通夸陷入了地铁老人看手机的状态，我的审美绝不向周星星这五斗米折腰。  ,/,/,无,2020-03-23 22:41,2020/03/23 22:42:18,地铁,微博国际版,0,0,0
IzZhICjg3,5893059695,君子礼LZJ,weibo.cn/5893059695/IzZhICjg3,True,留守儿童在家无聊着，突然想到那年高三读到这本书的里一句话:也许你现在仍是，一个人吃饭，一个人看电影，一个人睡觉，一个人乘地铁；然而你却能一个人吃饭，一个人看电影，一个人睡觉，一个人乘地铁。很多人离开另外一个人，就没有自己，而你却一个人度过了所有。你的孤独，虽败犹荣。突然开始翻箱倒柜去找这本书，大晚上开启“大海捞针”模式，最终用了三个小时把家收拾了一遍。以前读这本书总觉得满书的鸡汤，现在再来看，一些好像也曾是我所经历过的。也许另外一些也将会是我所要经历的。——刘同《你的孤独虽败犹荣》  http://t.cn/R2WxWQX 显示地图 原图 ,/,/,无,2020-03-23 22:41,2020/03/23 22:42:18,地铁,小米8周年旗舰手机,0,0,0
IzZhIiCI9,6416370633,NIc0Le-Q,weibo.cn/6416370633/IzZhIiCI9,True,想去地铁遇帅哥  ,/,/,无,2020-03-23 22:41,2020/03/23 22:42:18,地铁,Android,0,0,0
IzZhBvOOy,3925463592,Gravityyyy,weibo.cn/3925463592/IzZhBvOOy,True,看中了一个小区的房子，简直完美（除了价格太贵和目前的在售二手房户型不算好）离我们行业的很多公司都特别近，最近的步行5分钟，其次是打车10分钟，最远的地铁公交半小时以内左右。top物业公司但是真的挺贵的。。。当地均价×2还不止，要么是40多平套内只有30+的蜗居，要么是80多平的大两居  ,/,/,无,2020-03-23 22:41,2020/03/23 22:42:18,地铁,GravityのiPhone 11 Pro,0,0,0
IzZhACrb2,7047102872,戏墨听檀,weibo.cn/7047102872/IzZhACrb2,True,#审计# 加班加到魔愣了，竟然坐错地铁线还好赶上了末班车  [组图共2张] 原图 ,/,/,无,2020-03-23 22:41,2020/03/23 22:42:18,地铁,iPhone客户端,0,0,0
IzZhAkiYR,2024896451,吉林旅游广播,weibo.cn/2024896451/IzZhAkiYR,True,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,/,/,无,2020-03-23 22:41,2020/03/23 22:42:18,地铁,iPhone客户端,0,0,0
IzZi1u2PL,1765554800,一天713,weibo.cn/1765554800/IzZi1u2PL,False,2019华语数字音乐年度报告【年度摇滚歌曲TOP20】 我人傻了，气冷抖颤何时站？  [组图共2张] 原图 ,//@中国摇滚帮:地铁老头看手机（加强版） 查看图片  ,独音记,无,2020-03-23 22:41,2020/03/23 22:42:48,地铁,小米8周年旗舰手机,0,0,0
IzZi1ebbS,5029555390,Judy的猪猪侠,weibo.cn/5029555390/IzZi1ebbS,True,2020最值得期待楼盘【梅溪悦章】西拥70万方湖南省最大商业中心梅西湖步步高新天地享20米地铁，离世界最近南临千亩梅西湖公园，桃花岭公园你在楼上看风景看人，下面的人在羡慕你还有超高性价比，即将惊艳面世  #长沙[超话]##长沙租房[超话]##长沙身边事[超话]##长沙爆料[超话]##长沙二手房[超话]##长沙买房[超话]# http://t.cn/EhGn2gw 显示地图 原图 ,/,/,http://t.cn/EhGn2gw,2020-03-23 22:41,2020/03/23 22:42:48,地铁,iPhone客户端,0,0,0
IzZhZt6Ti,6650576300,学说本人姣52,weibo.cn/6650576300/IzZhZt6Ti,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,//@人民日报:【人民微评：开往春天的地铁】尽管武汉地铁何时恢复运营，尚未最终确定，但全面消杀行为是一个信号，带给市民憧憬。被疫情裹挟的沉重时光终会过去，被打乱的生活也会重归正轨。谁都挡不住春光照拂人心，遏制不住人们对安宁生活的向往。终有一天，开往春天的地铁载着我们抵达美好未来。  ,人民日报,无,2020-03-23 22:41,2020/03/23 22:42:48,地铁,小米10,0,0,0
IzZhY1oGq,2345661122,-Sad-Cu-SO-4-,weibo.cn/2345661122/IzZhY1oGq,False,md太好笑了哈哈哈哈哈虞书欣在看自己彩排视频的reaction哈哈哈哈哈哈哈哈本来还想让别人觉得我是煎妮 没想到是杰尼龟哈哈哈哈哈哈哈哈哈哈哈哈哈 来一杯冰阔乐吗的微博视频  ,先转发 下了地铁再看 我怕笑太大声  ,来一杯冰阔乐吗,无,2020-03-23 22:41,2020/03/23 22:42:48,地铁,iPhone客户端,0,0,0
IzZhSDaLv,5336848728,緑洲,weibo.cn/5336848728/IzZhSDaLv,True,地铁会回归拥挤，街道会重返热闹，胡同里的早餐铺子和市中心的歌酒霓虹，都会一如往常  ,/,/,无,2020-03-23 22:41,2020/03/23 22:42:48,地铁,iPhone客户端,0,0,0
IzZhSon34,6118293613,松本胖皮子,weibo.cn/6118293613/IzZhSon34,False,每一个被性侮辱过的女孩，都会留下心理阴影。身边我所知道的，很多。你以为很少见吗？不是的，很常见很常见。后来的她们都变得非常讨厌男性，无法和男性共室。曾经被性骚扰过的学姐，每次看见校园强奸案的新闻都会一整天很痛苦。某位朋友，对自己的性取向至今不明确。还有我，经常做噩梦会梦到姚，梦到自己被抓走，梦到自己房间的门被突然推开。回顾过往的时候都非常痛苦。但是无法隐瞒痛苦地继续活着，所以要讲出来，才能和过往共生。 ,我18岁那年，在去陶然亭公园的公交车上被一个大腹便便的油腻猥琐秃顶老男人用xia体蹭过臀部。即使过去了7年，现在依旧能想起来那个恶心的感觉，想起来就难受。从那以后坐公交地铁只要有人在我背后蹭，即使是不小心我也会特别警觉，浑身不对劲想办法换到一边。真的影响很大。（大半夜的又被恶心到MD）  ,央美姚舜熙事件当事人,无,2020-03-23 22:41,2020/03/23 22:42:48,地铁,OPPO随光而变R17,0,0,0
IzZif5yKk,6683948611,想吃个火红的桃儿,weibo.cn/6683948611/IzZif5yKk,True,角儿的场子………起码得二三四吧！！多请点群演好不好！！商细蕊值得那种北京早高峰地铁的大型拥挤现场  [组图共4张] 原图 ,/,/,无,2020-03-23 22:42,2020/03/23 22:43:25,地铁,无,0,0,0
IzZiec3Fn,3633187714,3一路七里香3,weibo.cn/3633187714/IzZiec3Fn,True,#南京租房[超话]##南京大学生租房补贴# 东渡国际青年城，竹山路地铁口。朝南好房，3居室，可做饭。免押金哦  [组图共3张] 原图 ,/,/,无,2020-03-23 22:42,2020/03/23 22:43:25,地铁,南京租房超话,0,0,0
IzZibzDf4,2893587541,Leanora_651,weibo.cn/2893587541/IzZibzDf4,True,#日本疫情# 最近避免出门，都在乐天的线上超市买菜，免费送货还有优惠券，不知道以前坐一站地铁人肉搬运几大袋子生鲜图什么（可能是为了遛🐷  ,/,/,无,2020-03-23 22:42,2020/03/23 22:43:25,地铁,iPhone,0,0,0
IzZibyxXM,3095655013,小脸的晴晴,weibo.cn/3095655013/IzZibyxXM,True,还想接着去酒吧，但是今天才周一。清醒点坐地铁回家吧 杭州  显示地图 ,/,/,无,2020-03-23 22:42,2020/03/23 22:43:25,地铁,iPhone 7,0,0,0
IzZix91Ev,3013303877,八块腹肌的吴童鞋丶,weibo.cn/3013303877/IzZix91Ev,True,#杭州租房[超话]##杭州租房[超话]##租房100[超话]#钱江世纪城地铁口，丽晶国际，独立厨卫大单间，特价1900每月。  [组图共5张] 原图 ,/,/,无,2020-03-23 22:43,2020/03/23 22:44:06,地铁,杭州租房超话,0,0,0
IzZitgpRY,6021709798,扶摇_狐狸,weibo.cn/6021709798/IzZitgpRY,True,#柯暮卿[超话]#[允悲]妮妮真的，太不让人省心了，论妮妮的憨憨事迹：坐车坐过站or没到站跟着人群下车了，在闸机口想乘地铁的软件叫啥名，演出忘记带裤腰带，行李落在出租车（不止一次），还有前几天的没带纸，昨天嗓子不舒服还唱那么多歌，今天的吃生牛排，以前还有把菠萝蜜认成榴莲（↓下图就是），妮妮真的是憨憨本憨了……最后，祝妮妮熬过今天吧，希望妮妮好好的！！ 原图 ,/,/,无,2020-03-23 22:43,2020/03/23 22:44:06,地铁,柯暮卿超话,0,0,0
IzZiruGiP,5478711497,糖糖的微博Grace,weibo.cn/5478711497/IzZiruGiP,True,两个月以来第一次坐地铁🚇  原图 ,/,/,无,2020-03-23 22:43,2020/03/23 22:44:06,地铁,iPhone X,0,0,0
IzZikamAa,2558142910,DawkinTing,weibo.cn/2558142910/IzZikamAa,True,#小马要练马甲线# 第六天，十点下班，出了地铁站就开始跑，有点爽，还是喜欢说干就干的感觉。  [组图共2张] 原图 ,/,/,无,2020-03-23 22:43,2020/03/23 22:44:06,地铁,iPhone客户端,0,0,0
IzZijwXYC,2605947957,三中啊飞,weibo.cn/2605947957/IzZijwXYC,True,我只是突然在那一刻很想念她；我一直怀疑27岁是否还会有一见钟情的倾心……——《开往春天的地铁》……我不知道该说什么…… 苏州·华润万家便利超市(龙西路)  显示地图 ,/,/,无,2020-03-23 22:43,2020/03/23 22:44:06,地铁,iPhone客户端,0,0,0
IzZihtizO,3226762697,我有一个沙雕妹妹啊,weibo.cn/3226762697/IzZihtizO,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,//@人民日报:【人民微评：开往春天的地铁】尽管武汉地铁何时恢复运营，尚未最终确定，但全面消杀行为是一个信号，带给市民憧憬。被疫情裹挟的沉重时光终会过去，被打乱的生活也会重归正轨。谁都挡不住春光照拂人心，遏制不住人们对安宁生活的向往。终有一天，开往春天的地铁载着我们抵达美好未来。  ,人民日报,无,2020-03-23 22:43,2020/03/23 22:44:06,地铁,HUAWEI P30,0,0,0
IzZiKrnnX,1814196977,浅草若薇_罐罐,weibo.cn/1814196977/IzZiKrnnX,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,//@人民日报:【人民微评：开往春天的地铁】尽管武汉地铁何时恢复运营，尚未最终确定，但全面消杀行为是一个信号，带给市民憧憬。被疫情裹挟的沉重时光终会过去，被打乱的生活也会重归正轨。谁都挡不住春光照拂人心，遏制不住人们对安宁生活的向往。终有一天，开往春天的地铁载着我们抵达美好未来。  ,人民日报,无,2020-03-23 22:43,2020/03/23 22:44:37,地铁,"(""▔□▔)Android",0,0,0
IzZiFq03R,2288486705,奏耐天津,weibo.cn/2288486705/IzZiFq03R,True,#天津生活# 【乘坐天津地铁亮“绿码”可快速通行】自天津市推广应用“健康码”以来，天津地铁多措并举服务乘客亮“码”通行。天津地铁第一时间向全员传达“健康码”应用推广工作的要求，确保一线工作人员熟练掌握“健康码”申领流程和使用方法，为乘客提供贴心服务。  [组图共2张] 原图 ,/,/,无,2020-03-23 22:43,2020/03/23 22:44:37,地铁,微博 weibo.com,0,0,0
IzZiC8dxb,6759926550,橘子鸩,weibo.cn/6759926550/IzZiC8dxb,False,“我又没有杀人。”“你杀人了。偷拍、性暴力都属于人格杀人。”  原图 ,//@不吃菜XBS:这是韩剧抓住幽灵。前两集就是女主和地铁里其他女性被偷拍放到会员制论坛里，跟N号房性质非常类似。  ,不吃菜XBS,无,2020-03-23 22:43,2020/03/23 22:44:37,地铁,Share微博客户端,0,0,0
IzZiAmTau,3544273634,同福小店最A担当,weibo.cn/3544273634/IzZiAmTau,True,#担当碎碎念# 返京D1:1⃣️大兴机场可太好看了！好看！！！！！2⃣️一路上地铁里人可真少！准备人多的时候把我的小雨衣给穿上结果压根没用到😐3⃣️楼下换了个保安大哥和蔼可亲很nice4⃣️为啥现在还供暖？为啥啊？？？？？？为啥？？？？？？（来自没有什么文化的一条日常记录博🌝）  ,/,/,无,2020-03-23 22:43,2020/03/23 22:44:37,地铁,有对象的iPhone X,0,0,0
IzZiZuIY4,1043603033,-哈P謎兒-,weibo.cn/1043603033/IzZiZuIY4,True,𝐂𝐢𝐚𝐨-☻-我想坐地铁  原图 ,/,/,无,2020-03-23 22:44,2020/03/23 22:45:17,地铁,无,0,0,0
IzZiY1ZCZ,5633329628,我不叫叮噹,weibo.cn/5633329628/IzZiY1ZCZ,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,沖鴨 等完全好了 明年我來看櫻花🌸  ,人民日报,无,2020-03-23 22:44,2020/03/23 22:45:17,地铁,2020發大財iPhone X,0,0,0
IzZiVlFyz,5285603793,乐傲荡气回肠,weibo.cn/5285603793/IzZiVlFyz,True,#西安租房[超话]#纺织城地铁口，华阳新天地，一室整租，年付1450元/月。15353565682 西安·华阳新天地二期  显示地图 [组图共4张] 原图 ,/,/,#西安租房[超话]#,2020-03-23 22:44,2020/03/23 22:45:17,地铁,西安租房超话,0,0,0
IzZiV6XIh,5730884580,庸澜沾匡,weibo.cn/5730884580/IzZiV6XIh,False,NYC vibes. 🕺 FuckYep的微博视频  ,真的骚//@鞋吧Sneakersbar:真让我在地铁里撞见，可能我直接换车厢了//@thevvvn: //@秘制五花肉: 轉發微博  ,FuckYep,无,2020-03-23 22:44,2020/03/23 22:45:17,地铁,iPhone客户端,0,0,0
IzZjhd9RC,6459290183,玉黛喋,weibo.cn/6459290183/IzZjhd9RC,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,//@人民日报 :【人民微评：开往春天的地铁】尽管武汉地铁何时恢复运营，尚未最终确定，但全面消杀行为是一个信号，带给市民憧憬。被疫情裹挟的沉重时光终会过去，被打乱的生活也会重归正轨。谁都挡不住春光照拂人心，遏制不住人们对安宁生活的向往。终有一天，开往春天的地铁载着我们抵达美好未来。  ,人民日报,无,2020-03-23 22:44,2020/03/23 22:45:54,地铁,微博国际版,0,0,0
IzZjab1i1,1632486107,沐川君_floveoc,weibo.cn/1632486107/IzZjab1i1,True,距再次相遇又近了一点#武汉地铁已做好恢复运营准备#  原图 ,/,/,无,2020-03-23 22:44,2020/03/23 22:45:54,地铁,iPhone 7 Plus,0,0,0
IzZj9eMez,1962288787,G朵朵芃蓁,weibo.cn/1962288787/IzZj9eMez,True,#防控疫情我们在一起#      好消息。      中央明确：以武汉为主战场的全国本土疫情传播基本阻断。      23日，中央应对新冠肺炎疫情工作领导小组召开会议，部署“外防输入，内防反弹”和有序推进复工复产相关措施。      今晚乘坐南宁地铁，人们有序扫码或者出示绿色健康码。 南宁  显示地图 [组图共9张] 原图 ,/,/,#防控疫情我们在一起#,2020-03-23 22:44,2020/03/23 22:45:54,地铁,nova 5i Pro,0,0,0
IzZj6zBsY,1235279487,Li书强,weibo.cn/1235279487/IzZj6zBsY,True,"这张图狠狠的说明了一个问题，大部分人能坚持挤公交地铁打卡上班30年，却无法坚持创业3年去获得27年的自由 ，你们是否有同感？ 不是社会让你如此，而是自己甘心被社会如此对待……换思维！换圈子！思维决定你改变的决心！圈子决定命运！[奋斗][奋斗],  原图 ",/,/,无,2020-03-23 22:44,2020/03/23 22:45:54,地铁,红米Redmi,0,0,0
IzZj6kN6h,6492098672,DMA不潜水,weibo.cn/6492098672/IzZj6kN6h,True,塔牌集团，要看大湾区轨道交通建设，这是个大方向。3月20日，深圳市地铁集团举行5条粤港澳大湾区城际铁路建设项目工程可行性研究及配套专题合同签约仪式，签约项目总长约410公里，总投资约2018亿元。深圳城际铁路全面加速拉~  ,/,/,无,2020-03-23 22:44,2020/03/23 22:45:54,地铁,微博 weibo.com,0,0,0
IzZjt1OvB,1184737890,春阳视界,weibo.cn/1184737890/IzZjt1OvB,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,//@人民日报:【人民微评：开往春天的地铁】尽管武汉地铁何时恢复运营，尚未最终确定，但全面消杀行为是一个信号，带给市民憧憬。被疫情裹挟的沉重时光终会过去，被打乱的生活也会重归正轨。谁都挡不住春光照拂人心，遏制不住人们对安宁生活的向往。终有一天，开往春天的地铁载着我们抵达美好未来。  ,人民日报,无,2020-03-23 22:45,2020/03/23 22:46:24,地铁,NEX 3 5G,0,0,0
IzZjrg3Zn,5020401548,知金呐呐,weibo.cn/5020401548/IzZjrg3Zn,True,#有虎牙是怎样的体验#这么说吧，周三我骑车去上班，路上修地铁我被一个坑绊摔倒了，当时以为虎牙歪了咋一直流血，后来发现是我的虎牙把我的嘴唇扎了个洞，还好戴着口罩上班，不然嘴角一直流血画面也是很诡异，从来没觉得有虎牙原来这么令我痛苦  ,/,/,无,2020-03-23 22:45,2020/03/23 22:46:24,地铁,小米手机5,0,0,0
IzZjpep2I,1865772262,请叫我MrStan,weibo.cn/1865772262/IzZjpep2I,True,真不知道你们每天炫耀个什么劲？做人低调点。我住在40多亿年的地球，晒着五十多亿年的太阳️！每天乘坐几千万的地铁，你见我炫耀了？天天和中国最大通讯公司移动联通电信保持合作关系，长期与世界连锁沃尔玛有业务来往，连我用的电脑都是比尔盖茨亲自帮我设计的系统，我炫耀了吗？ http://t.cn/R2WxQOQ 显示地图 [组图共3张] 原图 ,/,/,无,2020-03-23 22:45,2020/03/23 22:46:24,地铁,iPhone客户端,0,0,0
IzZjiFTdE,2668647945,DYuliy,weibo.cn/2668647945/IzZjiFTdE,True,#你认识的富二代都啥样#啊 说我之前认识的一个算是超级富二代吧 初中生 一个月光生活费二十万起步 在南京三四年了从来没做过地铁 心情不好就打车出门溜达 养了三只猫一条狗 有一面鞋墙 柜子里衣服清一色联名限量款 几年前还和郭德纲老师一起吃过饭！这点我慕了  ,/,/,无,2020-03-23 22:45,2020/03/23 22:46:24,地铁,咕嘟咕嘟iPhone 7 Plus,0,0,0
IzZjFrB4F,2957547603,Oosehun725,weibo.cn/2957547603/IzZjFrB4F,False,小新坐地铁，把地铁里不文明的人全都讽刺了一遍（by蜡笔小新那些事儿）蜡笔小新那些事儿的微博视频  ,转发微博  ,北京人不知道的北京事儿,无,2020-03-23 22:45,2020/03/23 22:46:57,地铁,iPhone客户端,0,0,0
IzZjEhzp8,3126727827,你的微笑为谁,weibo.cn/3126727827/IzZjEhzp8,True,#王力宏[超话]# #王力宏Forever Your Dad# 不坐地铁不坐公交能量也没了攒了俩礼拜才够浇一次好难@王力宏  原图 ,/,/,无,2020-03-23 22:45,2020/03/23 22:46:57,地铁,王力宏超话,0,0,0
IzZjE1slu,5343033067,俄国战梨,weibo.cn/5343033067/IzZjE1slu,False,分享图片  原图 ,在地铁上转头遇到爱@时代少年团-刘耀文 #刘耀文 西装狙击#  ,霹雳蟹黄,无,2020-03-23 22:45,2020/03/23 22:46:57,地铁,🐺Android,0,0,0
IzZjDpJ5I,2258260214,周无敌jing,weibo.cn/2258260214/IzZjDpJ5I,True,雨花台区云密城软件谷附近地铁房#南京租房##南京# 贾西新苑两室一厅次卧出租，希望找一个爱干净不养宠物的室友，仅限女孩子呦，可长租也可短租。  960每月。 南京  显示地图 [组图共9张] 原图 ,/,/,#南京#,2020-03-23 22:45,2020/03/23 22:46:57,地铁,iPhone客户端,0,0,0
IzZjxaRqq,1243337942,姗姗来来_,weibo.cn/1243337942/IzZjxaRqq,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,【人民微评：开往春天的地铁】尽管武汉地铁何时恢复运营，尚未最终确定，但全面消杀行为是一个信号，带给市民憧憬。被疫情裹挟的沉重时光终会过去，被打乱的生活也会重归正轨。谁都挡不住春光照拂人心，遏制不住人们对安宁生活的向往。终有一天，开往春天的地铁载着我们抵达美好未来。  ,人民日报,无,2020-03-23 22:45,2020/03/23 22:46:57,地铁,iPhone客户端,0,0,0
IzZjufHSe,6088329610,Maeve-Lee,weibo.cn/6088329610/IzZjufHSe,True,我以为我会和抱着篮球的你在同一趟地铁里巧遇但是我忘了我们是同一路地铁的相反方向我也忘了这是我的白日梦  ,/,/,无,2020-03-23 22:45,2020/03/23 22:46:57,地铁,nova5Pro人像超级夜景,0,0,0
IzZjTClVa,2546520190,WWW_xy,weibo.cn/2546520190/IzZjTClVa,True,地铁恢复正常运营的第一天狂奔赶上末班车距离到家还有13站…现在满头大汗带着口罩感觉自己快窒息了  ,/,/,无,2020-03-23 22:46,2020/03/23 22:47:32,地铁,HUAWEI P20 Pro,0,0,0
IzZjRxlt8,1609965353,outfan_貯金至上,weibo.cn/1609965353/IzZjRxlt8,True,工作日晚上去好友家恰一顿火锅回来的路上地铁包车了这才是有滋有味的日子  [组图共2张] 原图 ,/,/,无,2020-03-23 22:46,2020/03/23 22:47:32,地铁,iPhone,0,0,0
IzZjPvRLL,3095336887,Winnielymua,weibo.cn/3095336887/IzZjPvRLL,True,终于坐上的士和地铁做了一下午搬运工强忍住全身酸走到星爸没货我是有多失望呀话说我是多久没漫步江边  [组图共3张] 原图 ,/,/,无,2020-03-23 22:46,2020/03/23 22:47:32,地铁,HUAWEI P20,0,0,0
