微博ID,用户id,用户昵称,微博链接,是否为原创微博,内容,转发理由,原始用户,发布位置,发布时间,信息采集时间,关键词,发布工具,转发数,评论数,点赞数
IA8eRfcgf,2282266130,蓝梦的故事,weibo.cn/2282266130/IA8eRfcgf,True,#广州租房信息[超话]#3号线京溪南方医院地铁c出口附近      有房出租      一房一厅           单间 离地铁口2--3分钟  [组图共7张] 原图 ,/,/,无,2020-03-24 21:28,2020/03/24 21:30:46,地铁,广州租房信息超话,0,0,0
IA8fuudR4,3538232284,露光冷,weibo.cn/3538232284/IA8fuudR4,False,4.2-4.6 #SNH48[超话]# 云计划请查收04.02（四）18:30-20:00丨线上握手会：王晓佳、青钰雯、沈小爱、任蔓琳、柏欣妤20:00-21:30丨线上握手会：金莹玥、张琼予、刘力菲、郑丹妮、方琪04.03（五）18:30-21:00丨线上握手会：陆婷、周诗雨、林舒晴、沈梦瑶、袁一琦、张昕04.04（六）14:00丨MINI LIVE：蒋芸、王晓佳19:00丨TEAM HII 《头号新闻》云公演04.05（日）19:00丨TEAM NII VS TEAM X 《最强未知数》云PK公演04.06（一）14:00丨MINI LIVE：易嘉爱19:00丨塞纳河峡谷争霸联赛·第三场 原图 ,想看《手牵手》，如果以后每周都有《手牵手》可以看，我完全可以考虑马上从悠唐叛变过来。我无论是住地还是公司离嘉兴路地铁就一个小时，只要有《手牵手》，我就考虑老老实实回嘉兴路，不再隔三差五坐硬座去北京看E和J。  ,SNH48,无,2020-03-24 21:30,2020/03/24 21:31:19,地铁,微博 weibo.com,0,0,0
IA8ftk629,1818576292,遥不可及2311,weibo.cn/1818576292/IA8ftk629,True,因为一个红灯，错过了一班地铁，没关系再过三分钟还会有下一班。然而，有些人错过了，就永远偏离了，渐行渐远。心痛导致胃痛，是真的。不会再打扰了。  [组图共2张] 原图 ,/,/,无,2020-03-24 21:30,2020/03/24 21:31:19,地铁,荣耀20i,0,0,0
IA8fptYWJ,1223659275,罐装可乐噗呲,weibo.cn/1223659275/IA8fptYWJ,True,#北京建议错峰上班#现在地铁上人已经不少了！  ,/,/,无,2020-03-24 21:30,2020/03/24 21:31:19,地铁,HUAWEI nova 3,0,0,0
IA8flF1Zs,2168582132,你在看我的名字吗,weibo.cn/2168582132/IA8flF1Zs,True,海岸城，惠山万达，万象城，宝龙在我脑子里是遥不可及的地方坐地铁过去还挺快的其实放假2个月只在离家5站地铁的范围内活动过下次一定要去新地假日吃咯咯哒哦，1月份在恒隆拍了一下乐乐茶在装修三月了还是吃不了，万象城又太远烦啊  原图 ,/,/,无,2020-03-24 21:30,2020/03/24 21:31:19,地铁,iPhone客户端,0,0,0
IA8flEZrR,5141362600,文文马93,weibo.cn/5141362600/IA8flEZrR,True,没感受过北京晚上十点多的地铁，东京十点多的地铁人还真不少  ,/,/,无,2020-03-24 21:30,2020/03/24 21:31:19,地铁,iPhone客户端,0,0,0
IA8fllTPa,2282266130,蓝梦的故事,weibo.cn/2282266130/IA8fllTPa,True,#广州合租房[超话]#3号线京溪南方医院地铁c出口附近      有房出租      一房一厅           单间 离地铁口2--3分钟  [组图共7张] 原图 ,/,/,无,2020-03-24 21:30,2020/03/24 21:31:19,地铁,广州合租房超话,0,0,0
IA8fl3WXZ,2135516405,NinomiyaMiko,weibo.cn/2135516405/IA8fl3WXZ,False,？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？  我瞬间打出一个问号的微博视频  ,地铁 老头 看手机//@全是沙雕:？//@OiaiOiI:？？？//@兔唧唧_:？？？？？//@推血推蓝推智商:？？？？//@品花-不能好了:何等自信//@Sissi桃樂絲:哈哈哈哈哈哈哈哈//@纸伯陈:…？？？ 查看图片 //@风间很白:？？？//@开箱超人:哈哈哈哈哈哈哈哈哈//@歪果网红的日常:？？？？？？？？？  ,我瞬间打出一个问号,无,2020-03-24 21:30,2020/03/24 21:31:19,地铁,iPhone客户端,0,0,0
IA8fF936x,5708194963,很久没有看过星星了吧,weibo.cn/5708194963/IA8fF936x,True,32公里的路程因为徒步到地铁站需要20分钟，最早一班地铁是6点32分，洗漱化妆换衣服需要30分钟，所以我必须要5点30就起床赶最早的一班地铁到达第一个目的地（大芬地铁站）后再转公交到公司，因为是早上的上班高峰期（导致平时半小时就可以到达的路程直接堵车堵20分钟）30➕20➕30➕50，我需要在八点半前赶到公司，这样的通勤我能坚持多久？晚安 ,/,/,无,2020-03-24 21:30,2020/03/24 21:31:56,地铁,iPhone客户端,0,0,0
IA8fAqw1y,1738154995,RZha,weibo.cn/1738154995/IA8fAqw1y,True,东四站下车，拿出相机想记录下个人在北京最常来的地铁站。刚拍到第二张，就听到地铁广播里警告：“乘客您好，请不要拍照！乘客您好，请不要拍照！”。头顶着问号与感叹号火速逃离了现场，网上搜了一下，原来地铁站里真的是禁止拍照的。#不明觉历#  原图 ,/,/,无,2020-03-24 21:30,2020/03/24 21:31:56,地铁,iPhone,0,0,0
IA8fxdvqm,2984431723,嘻是柠檬檬呀,weibo.cn/2984431723/IA8fxdvqm,True,往常这个季节，天气慢慢热起来，店老板会把烤肉摊子也摆在店外，今天回家的路上路过泡馍店，像之前一样也摆出了桌子，恍惚间感觉已经恢复了之前正常的生活，可是每个人脸上戴的口罩不容人彻彻底底的放松下来。真的希望疫情能彻彻底底的快点过去……想到去年的这个时候去西安找灰太狼看了郁金香🌷，敲诈了鸡蛋一顿海底捞，嗦了那个好吃的不行肥肠螺蛳粉，喝了好喝的奶茶，打卡了辣椒味的冰淇淋，到了地铁口急急匆匆打了摩的赶上了差点错过的火车🚞，现在想去哪都不能如愿去，原来最平凡的生活才是最可贵的好想快点正常啊，今天喝了两碗稀饭好想咥泡馍吃烤肉啊 [组图共2张] 原图 ,/,/,无,2020-03-24 21:30,2020/03/24 21:31:56,地铁,iPhone客户端,0,0,0
IA8fwB8p7,6446283573,ahdy_br,weibo.cn/6446283573/IA8fwB8p7,False,#新冠病毒排毒时间比SARS和流感更长#，比起国内，欧美地区的朋友们或许更应该关注。在每天检测5000例的前提下，#法国单日新增3176例确诊#。但关于“外国人戴口罩”， @法兰西那点事儿 说：别热脸贴冷屁股，人家不一定领情。巴黎封城第8天，地铁站空无一人，一号线整辆车就4个人。超市摆满了东西，物资充足。对比一周前的样子，似乎生活又恢复了秩序。#万能vlog计划##海外抗疫日记##法国疫情#  http://t.cn/A6Zvh2un ,//@俄罗斯事儿君:别的不说，人生第一次见到这么干净的巴黎地铁，曾经的巴黎地铁站，脏乱差出了名。//@万能编辑部:近来我们看到最多的留言是：口罩呢？网友们都是好意，但对外国人来说，思想不一样、国情不一样，“不领情”是常有的事。  ,万能VLOG,无,2020-03-24 21:30,2020/03/24 21:31:56,地铁,华为麦芒5,0,0,0
IA8fY75CC,1652022494,草莓蛋糕那颗草莓,weibo.cn/1652022494/IA8fY75CC,False,女性受到言语性骚扰和肢体性骚扰的比例，是男性比较难想象的。并不是只有“在公交车上被男人掏出阴茎对着撸并被精液沾污衣物”才叫性骚扰。被男同学伸到裙子底摸屁股，被当众隔着衣服松文胸扣，这的确不造成肉体上的损害，但周围对被骚扰者的哄笑、引起的耻辱感和无助感，也是男性很难同感的。我有点好奇，男性是不是都觉得，只要不是身体的洞被捅了就不认为是被侵犯到啊。 ,那言语上的就更多了，时不时突然跑过来你长得好看，要加微信吧啦吧啦希望大家都懂陌生人之间保持一米距离谢谢//@小卓AI:我觉得在地铁里贴着我的背已经算性骚扰了  ,胡一钗,无,2020-03-24 21:31,2020/03/24 21:32:33,地铁,iPhone客户端,0,0,0
IA8fY6h9r,6523553350,不是不是加特林,weibo.cn/6523553350/IA8fY6h9r,False,远远发了我这条豆瓣广播，虽然预测的到大致结果，看了仍然心绪复杂，也想在微博统计一下。首页各位女性朋友，从小到大有被性骚扰过（肢体或语言）的回复1，没有过的回复2。  原图 ,1//@旺财艽艽_:1//@追大鹅:1 高峰期地铁真的很难避免 我甚至觉得有些臭蛆真正目的根本不是为了上班//@女情儿:1//@大望路女青年:1//@江南大野花:1//@尸姐:1//@黄昏少女花言初:这个概率绝对100%好嘛//@阿瓷罐装椰奶:11111//@英明神武井架工:1//@不CJ的神马:11111111//@月下玉生寒:1  ,Logiquedelasensation,无,2020-03-24 21:31,2020/03/24 21:32:33,地铁,nova5Pro人像超级夜景,0,0,0
IA8fV8mE5,1949281013,苏州地产周刊,weibo.cn/1949281013/IA8fV8mE5,True,万科锦上和风地铁口，街区以内的安元路幼儿园。  [组图共2张] 原图 ,/,/,无,2020-03-24 21:31,2020/03/24 21:32:33,地铁,无,0,0,0
IA8fUvt5n,2797667944,惜-弦,weibo.cn/2797667944/IA8fUvt5n,False,#新冠病毒排毒时间比SARS和流感更长#，比起国内，欧美地区的朋友们或许更应该关注。在每天检测5000例的前提下，#法国单日新增3176例确诊#。但关于“外国人戴口罩”， @法兰西那点事儿 说：别热脸贴冷屁股，人家不一定领情。巴黎封城第8天，地铁站空无一人，一号线整辆车就4个人。超市摆满了东西，物资充足。对比一周前的样子，似乎生活又恢复了秩序。#万能vlog计划##海外抗疫日记##法国疫情#  http://t.cn/A6Zvh2un ,不会吧//@俄罗斯事儿君:别的不说，人生第一次见到这么干净的巴黎地铁，曾经的巴黎地铁站，脏乱差出了名。//@万能编辑部:近来我们看到最多的留言是：口罩呢？网友们都是好意，但对外国人来说，思想不一样、国情不一样，“不领情”是常有的事。  ,万能VLOG,无,2020-03-24 21:31,2020/03/24 21:32:33,地铁,iPhone客户端,0,0,0
IA8fTF8OE,1852233527,1976PERRY,weibo.cn/1852233527/IA8fTF8OE,False,#武汉部分地铁公交空载试运行#【武汉市部分地铁公交线路“空载”试运行】23日，武汉市110多条线路的公交车消毒后在武汉三镇空载试跑。地铁列车车厢、地铁站也开展全面消杀，部分线路进行空车试运行。  新华网的微博视频  ,转发微博  ,新华网,无,2020-03-24 21:31,2020/03/24 21:32:33,地铁,微博 weibo.com,0,0,0
IA8fTkiHB,3944638489,啊哈咧,weibo.cn/3944638489/IA8fTkiHB,True,今天的地铁开的像    以前学校门口的105🙃  ,/,/,无,2020-03-24 21:31,2020/03/24 21:32:33,地铁,小米Note 3 拍人更美,0,0,0
IA8fNsHpj,2282266130,蓝梦的故事,weibo.cn/2282266130/IA8fNsHpj,True,#广州合租[超话]#3号线京溪南方医院地铁c出口附近      有房出租      一房一厅           单间 离地铁口2--3分钟  [组图共6张] 原图 ,/,/,无,2020-03-24 21:31,2020/03/24 21:32:33,地铁,广州合租超话,0,0,0
IA8fLnuVD,1868812791,陈杂记,weibo.cn/1868812791/IA8fLnuVD,True,#下沙租房[超话]##杭州租房[超话]# 转租下沙西地铁房 学林铭城三室一厅一卫 整套转租 全新装修 离下沙西地铁站 5分钟就到哦！300米距离！离天街也就5分钟！要租房的小伙伴们冲冲冲！无中介费！家电齐全。4500就行啦！别人都要4800还要中介费呢！[跪了]（一个房间有阳台，其他两个房间有飘窗，三房朝南！很大！） 随时可以看房 [组图共9张] 原图 ,/,/,无,2020-03-24 21:31,2020/03/24 21:32:33,地铁,iPhone客户端,0,0,0
IA8gb5bu0,5787041555,撸猫狂人O,weibo.cn/5787041555/IA8gb5bu0,True,我在3月17日从上新街坐往观音桥的地铁是正常扫渝畅行出入。 而且在我从观音桥到沙坪坝的地铁出入也没有任何提示。为什么现在来扣费还扣七元，并显示我未出站？？我需要一个合理的解释。@重庆轨道交通  @重庆轨道交通 既然显示我从上新街进站后一直没有出站纪录，那为什么我晚上再次进站坐地铁的时候，没有任何提示？@重庆轨道交通 当时微信有零钱 为什么当时不扣钱 现在来扣费 [组图共2张] 原图 ,/,/,无,2020-03-24 21:32,2020/03/24 21:33:12,地铁,iPhone客户端,0,0,0
IA8g1Cqsh,5245074873,新年園遊會,weibo.cn/5245074873/IA8g1Cqsh,True,北京地铁二号线上的我  原图 ,/,/,无,2020-03-24 21:32,2020/03/24 21:33:12,地铁,坚果手机 Pro 2,0,0,0
IA8gpgi55,2282266130,蓝梦的故事,weibo.cn/2282266130/IA8gpgi55,True,#广州毕业生租房[超话]#3号线京溪南方医院地铁c出口附近      有房出租      一房一厅           单间 离地铁口2--3分钟  [组图共7张] 原图 ,/,/,无,2020-03-24 21:32,2020/03/24 21:33:48,地铁,广州毕业生租房超话,0,0,0
IA8gpf6TQ,5604850576,ID筱太阳,weibo.cn/5604850576/IA8gpf6TQ,True,"#西安租房[超话]##西安[超话]##西安民宿[超话]##西安发布[超话]##西安租房短租长租#  钟楼附近一室一厅,民宿。直租，大到卧室客厅各一空调，洗衣机，冰箱，投影，24小时热水，无线网。小到毛巾浴巾洗漱用品。房间不用填置任何东西。长租短租均。适合女生，情侣。今天就可以看房，当天看上即可入住。 另有龙首原地铁口一室大开间长租短租均可。 [组图共12张] 原图 ",/,/,无,2020-03-24 21:32,2020/03/24 21:33:48,地铁,西安租房超话,0,0,0
IA8gm0AYR,5626540606,想瑶被甜掉牙,weibo.cn/5626540606/IA8gm0AYR,False,女性受到言语性骚扰和肢体性骚扰的比例，是男性比较难想象的。并不是只有“在公交车上被男人掏出阴茎对着撸并被精液沾污衣物”才叫性骚扰。被男同学伸到裙子底摸屁股，被当众隔着衣服松文胸扣，这的确不造成肉体上的损害，但周围对被骚扰者的哄笑、引起的耻辱感和无助感，也是男性很难同感的。我有点好奇，男性是不是都觉得，只要不是身体的洞被捅了就不认为是被侵犯到啊。 ,我厌恶陌生人的肢体接触哪怕是认识的也不行，除非关系很好//@小卓AI:我觉得在地铁里贴着我的背已经算性骚扰了  ,胡一钗,无,2020-03-24 21:32,2020/03/24 21:33:48,地铁,微博国际版,0,0,0
IA8gjlmuJ,5403327715,爆笑老鬼,weibo.cn/5403327715/IA8gjlmuJ,True,地铁里碰到的，后面的阿姨有点怀疑人生了  #搞笑视频##搞笑#  爆笑老鬼的微博视频  ,/,/,无,2020-03-24 21:32,2020/03/24 21:33:48,地铁,微博视频,0,0,0
IA8gG6FSp,7057612081,周杰伦铁杆狗腿,weibo.cn/7057612081/IA8gG6FSp,True,哈哈哈哈哈哈哈  地铁出站看到一个人投了一块钱硬币进投票口当场就笑出了声。。  ,/,/,无,2020-03-24 21:33,2020/03/24 21:34:28,地铁,iPhone客户端,0,0,0
IA8gFepd2,2035121783,ZJY-WYF,weibo.cn/2035121783/IA8gFepd2,False,#新冠病毒排毒时间比SARS和流感更长#，比起国内，欧美地区的朋友们或许更应该关注。在每天检测5000例的前提下，#法国单日新增3176例确诊#。但关于“外国人戴口罩”， @法兰西那点事儿 说：别热脸贴冷屁股，人家不一定领情。巴黎封城第8天，地铁站空无一人，一号线整辆车就4个人。超市摆满了东西，物资充足。对比一周前的样子，似乎生活又恢复了秩序。#万能vlog计划##海外抗疫日记##法国疫情#  http://t.cn/A6Zvh2un ,//@俄罗斯事儿君:别的不说，人生第一次见到这么干净的巴黎地铁，曾经的巴黎地铁站，脏乱差出了名。//@万能编辑部:近来我们看到最多的留言是：口罩呢？网友们都是好意，但对外国人来说，思想不一样、国情不一样，“不领情”是常有的事。  ,万能VLOG,无,2020-03-24 21:33,2020/03/24 21:34:28,地铁,iPhone客户端,0,0,0
IA8gCy0w4,2231627830,遂宁消防,weibo.cn/2231627830/IA8gCy0w4,True,#每日科普# 一个很直观的视频，告诉你为什么要“七步洗手”↓↓↓    天津地铁运营的秒拍视频  ,/,/,无,2020-03-24 21:33,2020/03/24 21:34:28,地铁,微博 weibo.com,0,0,0
IA8h2irpH,7055337770,hitotsu_pikachu_puding,weibo.cn/7055337770/IA8h2irpH,True,进了一个看起来就很“地铁 老头 手机”的楼爬了一下总结出来lz的正主可能是一个30岁上下、拍的戏不超过20部、有所谓“实绩”、但是演技被diss这是谁呢  ,/,/,无,2020-03-24 21:34,2020/03/24 21:35:09,地铁,微博国际版,0,0,0
IA8gXyJ1C,6466765156,币享用户,weibo.cn/6466765156/IA8gXyJ1C,False,远远发了我这条豆瓣广播，虽然预测的到大致结果，看了仍然心绪复杂，也想在微博统计一下。首页各位女性朋友，从小到大有被性骚扰过（肢体或语言）的回复1，没有过的回复2。  原图 ,俺也是 初中操场外就有 好几次了 专往女生多的地方站//@kggggg_kg:1，之前去地铁站的路上和小区里面都有碰到luyinpi 生理性感到恶心  ,Logiquedelasensation,无,2020-03-24 21:34,2020/03/24 21:35:09,地铁,无,0,0,0
IA8gTmAOB,1895697240,福州日报,weibo.cn/1895697240/IA8gTmAOB,True,#武汉部分地铁公交空载试运行#【武汉市部分地铁公交线路“空载”试运行】23日，武汉市110多条线路的公交车消毒后在武汉三镇空载试跑。地铁列车车厢、地铁站也开展全面消杀，部分线路进行空车试运行。（via.新华网）  福州日报的微博视频  ,/,/,无,2020-03-24 21:34,2020/03/24 21:35:09,地铁,微博视频,0,0,0
IA8gNbwNn,2102590243,财经情报栈,weibo.cn/2102590243/IA8gNbwNn,True,地铁平谷线最新进展，开工完工时间表初步确定：地铁平谷线资治通鉴：20年一季度，时间表初定  ,/,/,无,2020-03-24 21:34,2020/03/24 21:35:09,地铁,HUAWEI Mate 20,0,0,0
IA8gMBWxB,5172464480,十五只熊猫,weibo.cn/5172464480/IA8gMBWxB,True,看到大家都在发 我也要说出来小时候玩qq邮箱的漂流瓶 被人传来过锄禾呼叫当午的纸条当时不懂就接了下去现在想想真的恶心不过长大一点后挤地铁好像真没遇到过 万一真遇到了希望自己一定果断还手并喊出来  ,/,/,无,2020-03-24 21:34,2020/03/24 21:35:09,地铁,HUAWEI nova 3,0,0,0
IA8hemYr1,5947743379,徐小宝BAo,weibo.cn/5947743379/IA8hemYr1,True,坐地铁，还有外码说江宁六合是农村，我不该坐地铁的，但我真的不喜欢外码，尤其是既没有南京户籍在南京也没有置业的外码，怎么租房子也能租出优越感吗  ,/,/,无,2020-03-24 21:34,2020/03/24 21:35:42,地铁,iPhone客户端,0,0,0
IA8hduADf,3119691251,哈尔滨地铁网,weibo.cn/3119691251/IA8hduADf,True,为配合地铁建设、地下管网施工以及老城区改造，自2020年3月25日0:00起南岗公路客运站客运班线及客运班车整体迁移至哈西公路客运站运营，原南岗公路客运站同步关闭，终止营业。  原图 ,/,/,无,2020-03-24 21:34,2020/03/24 21:35:42,地铁,哈尔滨地铁超话,0,0,0
IA8hbq80X,5038029796,金陵小宿管,weibo.cn/5038029796/IA8hbq80X,True,#南京租房[超话]##南京租房# 花神湖最佳摄影点湖景房 我的租客因为工作调动忍痛转租 房子很漂亮！L型窗比广角还大的视野 上班和生活的完美距离 1号线的地铁房 到新街口只需要20分钟 无换乘详情咨询我啦  [组图共4张] 原图 ,/,/,无,2020-03-24 21:34,2020/03/24 21:35:42,地铁,HUAWEI Mate 30,0,0,0
IA8hb9pCP,3636114280,赵赵赵赵双拳,weibo.cn/3636114280/IA8hb9pCP,True,唯美创想城2020价值兑现，未来可期👍挑高LOFT👍通燃气，通燃气，通燃气👍自住👑自住房价年年涨🚝五号线地铁口 中央公园旁 天然氧吧❄️一房两房可选，买一层得二层🏫北京电影学院，上海国际外国语学校强势入驻💯最低首1⃣️7⃣️万起❤️买唯美，住唯美，过唯美生活 http://t.cn/Rt5qRxf http://t.cn/A6Zvm1PM 显示地图 ,/,/,http://t.cn/A6Zvm1PM,2020-03-24 21:34,2020/03/24 21:35:42,地铁,iPhone客户端,0,0,0
IA8haxL77,1674633105,阿卜杜拉希,weibo.cn/1674633105/IA8haxL77,True,地铁老人脸  ,/,/,无,2020-03-24 21:34,2020/03/24 21:35:42,地铁,微博 weibo.com,0,0,0
IA8h68Of3,6060744502,這個放棄薯片的minami,weibo.cn/6060744502/IA8h68Of3,True,一个人坐地铁回家啦～陪我去医院陪我逛街的是你该多好了......  原图 ,/,/,无,2020-03-24 21:34,2020/03/24 21:35:42,地铁,iPhone客户端,0,0,0
IA8hplfof,6315114464,米粉姐姐any,weibo.cn/6315114464/IA8hplfof,True,银川什么时候修地铁啊？ 银川  显示地图 原图 ,/,/,无,2020-03-24 21:35,2020/03/24 21:36:23,地铁,三星A6s 有颜有料,0,0,0
IA8hM5sTg,5106985184,朔间考拉,weibo.cn/5106985184/IA8hM5sTg,False,远远发了我这条豆瓣广播，虽然预测的到大致结果，看了仍然心绪复杂，也想在微博统计一下。首页各位女性朋友，从小到大有被性骚扰过（肢体或语言）的回复1，没有过的回复2。  原图 ,1.最早的一次是小学被堵墙脚调侃第二性征//@被罗大盾标记的蝎师傅:1 公司【三家】.公交车.地铁.隔壁学校操场.小区路边.商场门口//@漫威大法好:转评//@洋味铁汁联盟:1 机场 大庭广众 死老头蹲我后面偷拍//@小脉铺:…1//@宝盖anya:1那次差点因为好心把自己葬送了//@Eliaukpo:1  ,Logiquedelasensation,无,2020-03-24 21:36,2020/03/24 21:37:02,地铁,HUAWEI P30,0,0,0
IA8hLaVVy,5469406298,笙晷,weibo.cn/5469406298/IA8hLaVVy,False,#你是在哪一刻发现这个手非分不可# ____________________________________________  ,我姥姥晕倒在街上晕倒，我把她送医院后哭着跟他说这件事。他回我：地铁上人好多我好烦啊  ,小羊爱吃酱肘子,无,2020-03-24 21:36,2020/03/24 21:37:02,地铁,iPhone 6s,0,0,0
IA8hJ5GJA,3119691251,哈尔滨地铁网,weibo.cn/3119691251/IA8hJ5GJA,True,为配合地铁建设、地下管网施工以及老城区改造，自2020年3月25日0:00起南岗公路客运站客运班线及客运班车整体迁移至哈西公路客运站运营，原南岗公路客运站同步关闭，终止营业。  原图 ,/,/,无,2020-03-24 21:36,2020/03/24 21:37:02,地铁,哈尔滨地铁超话,0,0,0
IA8hEDy4Q,2367661604,开普勒星人kuko酱,weibo.cn/2367661604/IA8hEDy4Q,True,今天是个神仙日子，出门两个地铁反向坐错，回家车子方向一波三折  ,/,/,无,2020-03-24 21:36,2020/03/24 21:37:02,地铁,iPhone客户端,0,0,0
IA8i4mpip,2949978340,-ccchhha,weibo.cn/2949978340/IA8i4mpip,True,我一直以为我是铁打的牛人 最起码在人多的地方我不会哭 但今天的我居然一天哭了无数次 在办公室情绪崩溃 主管手足无措的走过来给我递上纸巾 在一旁安慰我 在打的时候我又没忍住的哭了 就在刚刚地铁上情绪又来了 又再次哭了 导致旁边的人在看着我哭 一直留意我的情绪 直到下车的时候还走在我身边看了我一眼 可能他心里觉得 这个人怎么肥事ho 怎么那么爱哭 今日是丢人的小谢 争取明日不哭！！！！ ,/,/,无,2020-03-24 21:36,2020/03/24 21:37:41,地铁,iPhone客户端,0,0,0
IA8hRF8zV,2757325730,mmmmmmmmyYUZU,weibo.cn/2757325730/IA8hRF8zV,True,不知道第几次地铁中转忘了下车……  ,/,/,无,2020-03-24 21:36,2020/03/24 21:37:41,地铁,翟潇闻的小企鹅,0,0,0
IA8hQwBkq,1020368691,桔梗奶茶甜甜的,weibo.cn/1020368691/IA8hQwBkq,True,坐在电脑跟前等了半天没有轮到我，刚下楼被呼喊，因为手里拿着手机回答问题又提着电脑和饭盒无法骑车去地铁站只好坐上公交车，一边晕车胃里翻江倒海，一边淡定开视频会议跟设计沟通答疑，公交车报站的消息整个参会的人都听得到。太苦了太苦了，人生太苦了  ,/,/,无,2020-03-24 21:36,2020/03/24 21:37:41,地铁,iPhone客户端,0,0,0
IA8hPzSDZ,6460393403,Jessedone,weibo.cn/6460393403/IA8hPzSDZ,True,#上海租房[超话]##上海租房无中介[超话]##上海租房[超话]#【北蔡】酒店式公寓，家电全配3900起，近龙阳路地铁站[馋嘴] 上海·GARDEN VILLA  显示地图 [组图共6张] 原图 ,/,/,#上海租房[超话]#,2020-03-24 21:36,2020/03/24 21:37:41,地铁,上海租房超话,0,0,0
IA8i8wTEX,5019177353,小勋今天几岁了,weibo.cn/5019177353/IA8i8wTEX,False,远远发了我这条豆瓣广播，虽然预测的到大致结果，看了仍然心绪复杂，也想在微博统计一下。首页各位女性朋友，从小到大有被性骚扰过（肢体或语言）的回复1，没有过的回复2。  原图 ,1（上小学的时候）//@追大鹅:1 高峰期地铁真的很难避免 我甚至觉得有些臭蛆真正目的根本不是为了上班//@女情儿:1//@大望路女青年:1//@江南大野花:1//@尸姐:1//@黄昏少女花言初:这个概率绝对100%好嘛//@阿瓷罐装椰奶:111//@英明神武井架工:1//@不CJ的神马:1111//@宋云止蒸果仁豆枣糕了:1//@月下玉生寒:1  ,Logiquedelasensation,无,2020-03-24 21:37,2020/03/24 21:38:13,地铁,小勋的iPhone XR,0,0,0
IA8iv0L9h,5692476438,如棉花糖的白云,weibo.cn/5692476438/IA8iv0L9h,True,真特么。萍水街地铁站一到我就下车走了，走上去才发现这里已经不是我的家了～～我又下来等车离开这里回自己的家。时刻提醒自己已经分手快半年了，过去老时时刻刻影响着我。  ,/,/,无,2020-03-24 21:37,2020/03/24 21:38:52,地铁,iPhone客户端,0,0,0
IA8ilewL1,5999768954,储撇乱储,weibo.cn/5999768954/IA8ilewL1,True,《开往春天的地铁》：我一直怀疑27岁是否还会有一见钟情的倾心，我不知道该说什么。我只是突然在那一刻很想念她！青春里的那些恋情：初恋总是那么难忘…… 青岛·香港路小学(香港路)  显示地图 ,/,/,无,2020-03-24 21:37,2020/03/24 21:38:52,地铁,iPhone客户端,0,0,0
IA8ilevWS,2945954915,chancccccc-,weibo.cn/2945954915/IA8ilevWS,True,好评 喷了满满的消毒水？#广州地铁# 广州·万胜围站  显示地图 原图 ,/,/,#广州地铁#,2020-03-24 21:37,2020/03/24 21:38:52,地铁,iPhone客户端,0,0,0
IA8ikE2Lc,1806664691,isChiang,weibo.cn/1806664691/IA8ikE2Lc,False,"带口罩的三名中国人被白人种族主义者轰出地铁的时候, 同一车厢的人做出了什么反应 ？ 默认&制止 ？ 我翻译了这个结果让人非常意外的社会调查 👇🏼  云登_十尼贝格的微博视频 比利时·布鲁塞尔  ",//@皱眉xi:将心比心  ,云登_十尼贝格,无,2020-03-24 21:37,2020/03/24 21:38:52,地铁,iPhone客户端,0,0,0
IA8ih5oPn,2235820670,碧贝蔻,weibo.cn/2235820670/IA8ih5oPn,True,两个多月第一次进城，第一次坐地铁，竟然在西华门听到了大钟六点的敲钟声，声声入耳，犹如天籁……  [组图共3张] 原图 ,/,/,无,2020-03-24 21:37,2020/03/24 21:38:52,地铁,iPhone 8 Plus,0,0,0
IA8igtIGL,1653213864,桃之夭夭的妖精,weibo.cn/1653213864/IA8igtIGL,True,年后的第一次坐地铁，算算竟然隔了两个月之多。往日应该满载的车厢此时很稀疏，地铁的显示屏被疫情信息占据，不时响起疫情的提示，测温，消毒，每个人都避而不语，急匆匆赶路，魔幻吗？我们到底做错了什么，从一个人到一个城，到全球，教训深刻。一开始想着可能几天就过去，现在也默默的过了2个多月，何时解禁仍未可知。难道真的要与病毒共存，再也不复往日熙攘的荣光？ [组图共2张] 原图 ,/,/,无,2020-03-24 21:37,2020/03/24 21:38:52,地铁,iPhone客户端,0,0,0
IA8igd3fi,5577711763,洛阳印象,weibo.cn/5577711763/IA8igd3fi,True,#洛阳身边事# 洛阳地铁1号线和2号线联络通道顺利贯通！ 洛阳·洛阳涧西区  显示地图 原图 ,/,/,#洛阳身边事#,2020-03-24 21:37,2020/03/24 21:38:52,地铁,中国洛阳牡丹文化节超话,0,0,0
IA8iMowci,2025629995,北京广播电视报社,weibo.cn/2025629995/IA8iMowci,True,【北京将扩大地铁预约进站范围】北京市交通委副主任、新闻发言人容军24日表示，从3月6号开始，北京地铁在昌平线沙河站和5号线天通苑站开展预约进站试点，试点过程仅限于早高峰，预约成功后可在第二天早上通过预约通道快速进站。下一步，将根据其他车辆的实际空间条件，进一步扩大预约进站试点的范围，预计将会把5号线的天通苑北站，6号线的草房站，8号线和13号线霍营站，还有昌平线沙河高教园站纳入预约进站范围。 ,/,/,无,2020-03-24 21:38,2020/03/24 21:39:33,地铁,HUAWEI Mate 20,0,0,0
