微博ID,用户id,用户昵称,微博链接,是否为原创微博,内容,转发理由,原始用户,发布位置,发布时间,信息采集时间,关键词,发布工具,转发数,评论数,点赞数
IzX5FvHlA,3596191094,叫你俊呐,weibo.cn/3596191094/IzX5FvHlA,True,再不开学迟早气死在家 md  ,/,/,无,2020-03-23 17:05,2020/03/23 17:06:57,开学,vivo X23 AI非凡摄影,0,0,0
IzX5FcBhW,2057915792,西蓝花和胡萝卜,weibo.cn/2057915792/IzX5FcBhW,True,#浙江对所有入境人员集中隔离14天#太好了，这样就可以安心等开学了，想念那些孩娃子。  ,/,/,无,2020-03-23 17:05,2020/03/23 17:06:57,开学,iPhone客户端,0,0,0
IzX5Ez76U,6581573500,爱菜的加加,weibo.cn/6581573500/IzX5Ez76U,True,#广州每天新增入境隔离上千人#求求快点好起来吧 我真的想开学了  ,/,/,无,2020-03-23 17:05,2020/03/23 17:06:57,开学,小葵的麻麻Android,0,0,0
IzX5E2Aq0,2470869754,天才一本酱,weibo.cn/2470869754/IzX5E2Aq0,True,南京高校第四批开学是啥时候感觉njupt其实恨不得第一批开学 比较本来2.17就该开了  ,/,/,无,2020-03-23 17:05,2020/03/23 17:06:57,开学,HUAWEI P30,0,0,0
IzX5DqTqu,5023652476,蛋餅噜噜,weibo.cn/5023652476/IzX5DqTqu,True,如果在街上看见有穿着羽绒服但是没穿秋裤的人，那应该是因为不开学而无法回学校拿衣服的我。  ,/,/,无,2020-03-23 17:05,2020/03/23 17:06:57,开学,iPhone客户端,0,0,0
IzX5D6ojQ,6340288770,用户llili,weibo.cn/6340288770/IzX5D6ojQ,True,有种明天就要开学的感觉我在做梦  ,/,/,无,2020-03-23 17:05,2020/03/23 17:06:57,开学,HUAWEI Mate 20,0,0,0
IzX5D7qYq,5172723877,izamly,weibo.cn/5172723877/IzX5D7qYq,True,希望开学不要再戴口罩  ,/,/,无,2020-03-23 17:05,2020/03/23 17:06:57,开学,无,0,0,0
IzX5XvVKb,5534679712,残红出鞘,weibo.cn/5534679712/IzX5XvVKb,False,【#昆明高三初三学生戴口罩开学#，第1课校医讲防疫知识】3月23日，云南昆明初三高三学生迎来开学，学生戴口罩开学。云大附中初三学生表示开学超开心，感觉学校空气更好。据校医介绍学校做好了充足准备，来确保学校安全开课，而学校第一课就是校医专家医师讲解防疫知识。#云南开学#@一手Video http://t.cn/A6zD7KBS ,  ,梨视频,无,2020-03-23 17:06,2020/03/23 17:07:36,开学,HUAWEI Mate 20 Pro,0,0,0
IzX5WDZpO,5255259582,踢歪了继续踹,weibo.cn/5255259582/IzX5WDZpO,True,健康表排到了4.14号????还不开学  原图 ,/,/,无,2020-03-23 17:06,2020/03/23 17:07:36,开学,OPPO R7s,0,0,0
IzX5WCx2X,6509269712,鳄鱼小柴屋-,weibo.cn/6509269712/IzX5WCx2X,True,你们想开学么我不是那么想  ,/,/,无,2020-03-23 17:06,2020/03/23 17:07:36,开学,M+7老婆のAndroid,0,0,0
IzX5WCv7R,5963834635,xooooocoisini,weibo.cn/5963834635/IzX5WCv7R,True,浙江应该是想开学  ,/,/,无,2020-03-23 17:06,2020/03/23 17:07:36,开学,魅蓝 E,0,0,0
IzX5Wmh86,5725513959,凄凄惨惨戚戚G,weibo.cn/5725513959/IzX5Wmh86,True,看一下，有没有你感兴趣的方向，私聊#江苏开学时间##在职研究生##2020管理类联考#  [组图共7张] 原图 ,/,/,无,2020-03-23 17:06,2020/03/23 17:07:36,开学,vivo X30专业影像,0,0,0
IzX5Vswkd,5653587660,幂汁娜呐,weibo.cn/5653587660/IzX5Vswkd,True,#开学时间#想开学又不想开学  ,/,/,无,2020-03-23 17:06,2020/03/23 17:07:36,开学,幂和博肖的Android,0,0,0
IzX5Vpmus,5224371560,家汝超级可爱,weibo.cn/5224371560/IzX5Vpmus,True,太快乐了不想开学了  原图 ,/,/,无,2020-03-23 17:06,2020/03/23 17:07:36,开学,iPhone客户端,0,0,0
IzX5V8JDj,1029731770,奶爸教数学,weibo.cn/1029731770/IzX5V8JDj,True,#广州每天新增入境隔离上千人#北京上海只多不少⋯娃学校的外教，也有入境后被隔离的。北上广深开学时间大概率要放最后。  ,/,/,无,2020-03-23 17:06,2020/03/23 17:07:36,开学,iPhone X,0,0,0
IzX5T4lxi,5381342840,-皮皮和芃芃-,weibo.cn/5381342840/IzX5T4lxi,True,#云南开学#求北京开学  ,/,/,无,2020-03-23 17:06,2020/03/23 17:07:36,开学,iPhone客户端,0,0,0
IzX6duwdO,5634614557,我才不要吃芒果7,weibo.cn/5634614557/IzX6duwdO,True,今天真的太充实了早上八点到晚上八点半（没错我就是从网课偷溜出来的）喔还有我的作业还没写完 日常期盼#开学# ！！  ,/,/,无,2020-03-23 17:07,2020/03/23 17:08:15,开学,Android,0,0,0
IzX6dutfS,5262017648,SYSU-玥玥崽,weibo.cn/5262017648/IzX6dutfS,True,当我想了五分钟都想不起CCB是作用在哪个受体的时候我就知道再不开学我就要废了→_→  ,/,/,无,2020-03-23 17:07,2020/03/23 17:08:15,开学,iPhone,0,0,0
IzX6da9x9,6586557732,三班小凯,weibo.cn/6586557732/IzX6da9x9,True,#西北政法大学[超话]##上网课吃零食的频率# 没心情吃，快开学[允悲]  ,/,/,无,2020-03-23 17:07,2020/03/23 17:08:15,开学,西北政法大学超话,0,0,0
IzX6cB5pc,6499707890,梁哥好纯粹,weibo.cn/6499707890/IzX6cB5pc,True,怎么还不开学。  ,/,/,无,2020-03-23 17:07,2020/03/23 17:08:15,开学,华为手机 畅享玩不停,0,0,0
IzX6cjsmg,5580000516,糖果里的汐宸ya,weibo.cn/5580000516/IzX6cjsmg,False,【#广州每天新增入境隔离上千人# 隔离酒店增加至76个】广州市商务局党组成员、副局长魏敏：截至3月22日0时，全市入境旅客隔离人数9180人，其中集中隔离4266人，居家隔离4914人。中国籍（含港澳台）6938人，外国籍2242人。连日来，广州隔离人数均以每天新增上千人的速度增长，为了满足隔离需要，不断优化调整全市隔离场所，全市的隔离酒店已从40个增加至76个。确定隔离酒店住宿标准，住宿费用原则上最高不超过350元/天/人，伙食费标准根据实际情况确定。@广州日报 原图 ,广州都直接能秋季开学了  ,人民网,无,2020-03-23 17:07,2020/03/23 17:08:15,开学,丸圆女友的Android,0,0,0
IzX6cjqjb,5520403334,Heroine萱儿,weibo.cn/5520403334/IzX6cjqjb,True,#开学时间# 快点开学吧！！！  原图 ,/,/,无,2020-03-23 17:07,2020/03/23 17:08:15,开学,i兔兔Android,0,0,0
IzX6cj51a,1406911561,云南广播电视台,weibo.cn/1406911561/IzX6cj51a,True,【开学啦！各位同学请注意，要勤洗手戴口罩哦！】3月23日，新冠肺炎疫情防控达到开学要求的云南省内普通高中学校，以及各州、市普通初中学校的高三年级学生和初三年级学生全部开学。开学后需要注意哪些事项？一起来看看！#关注云南新型肺炎疫情防控#  #新冠肺炎#  原图 ,/,/,无,2020-03-23 17:07,2020/03/23 17:08:15,开学,HUAWEI P30 Pro,0,0,0
IzX6bnTzb,2944025183,王贝儿蹦蹦儿,weibo.cn/2944025183/IzX6bnTzb,True,十分、非常、特别、无比、很是、极度、万分、格外、分外想开学  原图 ,/,/,无,2020-03-23 17:07,2020/03/23 17:08:15,开学,Android,0,0,0
IzX6aciPC,6552358959,lyn____芳,weibo.cn/6552358959/IzX6aciPC,True,#开学时间#在不开学，真的要疯了  ,/,/,无,2020-03-23 17:07,2020/03/23 17:08:15,开学,HUAWEI P30 Pro,0,0,0
IzX6vtSEX,6897059606,Coca-ColaCherry,weibo.cn/6897059606/IzX6vtSEX,True,再不开学 刘海儿就可以拖地了🤥  [组图共4张] 原图 ,/,/,无,2020-03-23 17:07,2020/03/23 17:08:56,开学,iPhone客户端,0,0,0
IzX6vel0u,2697939423,Weeiiila,weibo.cn/2697939423/IzX6vel0u,True,再不开学我要胖成球了！我妈和我妹开学也成！  ,/,/,无,2020-03-23 17:07,2020/03/23 17:08:56,开学,荣耀20,0,0,0
IzX6vch95,6264217036,污白白mashirooooo,weibo.cn/6264217036/IzX6vch95,True,#开学时间#不想开学不想开学不想开学  ,/,/,无,2020-03-23 17:07,2020/03/23 17:08:56,开学,HUAWEI P30 Pro,0,0,0
IzX6vcfqU,6583114085,爱皮的古月羊,weibo.cn/6583114085/IzX6vcfqU,True,做饭真的是一个高危职业食堂大叔大妈快救我快开学啊天哪靓仔流泪  ,/,/,无,2020-03-23 17:07,2020/03/23 17:08:56,开学,小米8青春版 潮流旗舰,0,0,0
IzX6ukWOg,6578259690,烊烊AD钙奶,weibo.cn/6578259690/IzX6ukWOg,True,#云南开学# 超简单的玉米简笔画，~也可以发挥想象力画别的动植物哟！马起来~（萌漫画）萌漫画的微博视频 #开学时间#  ,/,/,无,2020-03-23 17:07,2020/03/23 17:08:56,开学,千玺的千纸鹤,0,0,0
IzX6taXo4,2709046875,ljiahui1023,weibo.cn/2709046875/IzX6taXo4,True,每天都能扯到上限我不想网恋赶紧开学我要奔现  [组图共2张] 原图 ,/,/,无,2020-03-23 17:07,2020/03/23 17:08:56,开学,三星A70绚丽U视屏,0,0,0
